category_id,category_name,has_wifi,has_ac,has_parking,avg_report_score,total_bookmarks,total_reports,hour_of_day,day_of_week,capacity_estimate,quiet_label
5,Kampus,1,0,0,4.72,75,16,6,5,2,2
4,Coworking,1,0,1,4.06,182,14,12,2,3,0
6,Masjid,1,1,1,2.54,168,35,22,2,1,2
1,Perpustakaan,1,1,1,2.67,167,5,11,5,2,1
2,Kafe,1,0,1,3.39,149,18,16,2,2,1
1,Perpustakaan,1,1,1,4.6,128,7,8,3,1,2
4,Coworking,1,1,1,4.96,87,26,10,1,1,2
4,Coworking,0,1,0,2.94,161,11,8,3,2,1
1,Perpustakaan,0,0,1,4.29,125,50,11,4,1,2
1,Perpustakaan,0,1,0,3.6,1,2,19,3,2,2
6,Masjid,1,0,0,3.88,173,0,22,1,1,2
2,Kafe,0,1,0,2.5,150,19,9,3,3,1
1,Perpustakaan,0,0,1,3.03,175,8,22,2,2,2
4,Coworking,1,0,1,4.95,57,46,18,0,1,1
2,Kafe,1,1,0,4.63,9,24,17,5,3,2
3,Taman,1,1,1,2.14,167,1,7,5,1,1
1,Perpustakaan,1,0,1,4.06,52,44,21,5,1,2
1,Perpustakaan,1,1,1,3.26,179,8,14,4,3,2
1,Perpustakaan,1,1,0,4.33,155,12,9,3,1,2
5,Kampus,1,0,0,4.06,127,13,11,0,3,1
4,Coworking,1,0,1,2.45,171,31,9,6,3,1
1,Perpustakaan,1,0,1,2.79,116,18,14,5,1,2
1,Perpustakaan,0,0,0,4.22,80,27,15,2,3,2
1,Perpustakaan,1,1,0,3.07,43,21,10,5,3,2
4,Coworking,1,0,1,3.2,46,7,17,6,2,2
4,Coworking,0,0,1,4.09,28,8,19,5,1,2
1,Perpustakaan,1,1,0,2.54,173,28,21,6,3,2
4,Coworking,1,1,1,3.32,28,26,10,3,2,1
1,Perpustakaan,0,0,1,3.7,147,46,22,6,3,2
6,Masjid,1,1,1,3.45,186,15,9,3,3,2
6,Masjid,1,0,1,4.55,40,32,7,0,3,1
4,Coworking,1,0,0,2.67,12,32,13,2,2,0
6,Masjid,1,1,0,4.57,114,5,20,6,3,1
4,Coworking,1,1,1,3.67,105,2,6,0,2,2
1,Perpustakaan,1,1,1,4.01,52,41,15,4,3,2
3,Taman,1,0,0,3.8,196,39,20,2,3,2
6,Masjid,1,1,0,4.89,90,40,13,0,2,2
3,Taman,1,0,0,4.16,183,47,11,3,1,2
1,Perpustakaan,0,0,0,4.15,200,12,18,1,2,1
1,Perpustakaan,1,0,1,3.77,117,42,9,6,2,1
5,Kampus,0,1,1,4.77,149,30,7,4,2,2
2,Kafe,1,0,1,4.65,153,38,9,3,3,1
5,Kampus,1,1,1,3.36,87,18,13,2,2,0
2,Kafe,0,1,1,4.14,140,20,22,2,3,0
5,Kampus,1,0,1,4.94,172,8,15,5,2,1
6,Masjid,1,0,1,3.69,194,22,16,5,1,1
5,Kampus,1,1,0,2.32,3,33,15,6,2,1
4,Coworking,0,1,0,4.52,64,9,11,2,3,1
6,Masjid,1,0,1,4.6,26,39,17,6,2,2
6,Masjid,1,0,1,4.4,200,50,18,1,3,1
3,Taman,1,0,0,2.16,80,35,19,6,3,0
6,Masjid,0,1,1,4.13,162,45,20,6,1,2
3,Taman,1,1,1,2.22,45,43,12,2,2,1
2,Kafe,1,0,0,3.75,33,10,14,4,2,0
3,Taman,0,1,1,4.32,152,3,7,1,2,2
6,Masjid,1,1,0,2.66,81,33,17,0,3,1
2,Kafe,1,1,0,3.99,56,13,18,0,2,0
3,Taman,1,0,1,2.03,192,41,22,3,3,1
6,Masjid,1,0,1,4.75,82,24,13,0,3,1
1,Perpustakaan,1,1,0,3.34,131,32,22,6,2,2
1,Perpustakaan,0,1,0,3.6,197,34,8,0,1,2
6,Masjid,0,1,1,4.49,52,34,19,6,1,2
6,Masjid,1,1,1,2.11,183,21,10,0,2,1
1,Perpustakaan,0,1,1,3.89,99,28,13,2,2,1
4,Coworking,1,0,0,4.27,158,4,6,5,3,2
5,Kampus,0,1,0,3.82,175,19,22,0,2,2
3,Taman,1,1,0,2.41,136,14,6,3,1,1
4,Coworking,1,1,0,3.12,186,41,10,2,3,1
1,Perpustakaan,1,1,0,3.64,100,34,6,4,3,2
1,Perpustakaan,1,1,1,2.43,165,32,17,1,2,1
2,Kafe,0,1,0,4.8,13,48,11,5,3,0
5,Kampus,1,1,0,3.74,50,46,8,2,1,1
3,Taman,1,1,0,3.46,49,20,15,4,1,0
3,Taman,1,0,1,2.01,109,10,17,6,2,0
2,Kafe,1,1,1,4.2,34,43,14,6,2,1
4,Coworking,1,0,0,4.53,155,5,9,1,3,2
2,Kafe,1,0,1,3.89,4,32,8,5,1,1
5,Kampus,1,1,0,3.42,139,34,7,4,2,2
2,Kafe,1,0,1,2.27,128,32,15,1,2,1
3,Taman,1,1,1,2.48,35,28,11,6,3,2
5,Kampus,1,1,1,3.46,56,48,21,2,1,2
1,Perpustakaan,0,0,1,4.75,99,30,22,6,2,2
1,Perpustakaan,0,1,0,3.74,189,16,22,5,2,2
5,Kampus,0,1,0,3.55,96,14,8,4,2,0
3,Taman,1,0,1,2.69,112,10,6,4,1,2
5,Kampus,1,0,0,2.69,30,42,17,4,3,0
3,Taman,1,1,0,2.07,165,26,12,4,1,0
1,Perpustakaan,0,1,0,2.5,37,3,22,0,3,2
2,Kafe,1,1,1,4.84,169,18,6,5,3,0
2,Kafe,1,1,1,4.38,153,9,11,1,2,2
2,Kafe,1,1,0,2.69,151,4,16,3,3,1
4,Coworking,0,0,1,2.29,38,38,22,5,2,1
4,Coworking,1,1,1,3.98,23,30,22,6,1,2
5,Kampus,1,0,1,4.09,94,2,19,4,2,1
4,Coworking,0,1,1,4.51,189,48,18,2,3,1
5,Kampus,0,0,0,4.63,72,38,13,6,1,2
4,Coworking,0,0,1,2.02,30,33,6,4,3,1
6,Masjid,0,1,0,2.76,166,37,9,1,2,1
5,Kampus,1,0,0,4.35,105,35,18,6,1,1
4,Coworking,0,1,0,3.19,198,45,15,4,2,1
2,Kafe,1,1,1,2.64,41,6,20,6,3,0
4,Coworking,1,1,1,4.41,162,0,7,1,2,2
2,Kafe,1,1,0,2.11,20,38,14,1,2,2
4,Coworking,1,1,1,4.46,14,49,15,5,3,0
6,Masjid,1,0,1,3.8,8,50,22,2,1,2
5,Kampus,1,1,1,2.26,0,10,17,1,3,0
3,Taman,1,0,0,2.21,188,45,12,4,1,0
1,Perpustakaan,1,1,1,4.89,57,38,17,2,2,2
4,Coworking,1,1,0,3.51,143,4,19,4,1,1
3,Taman,1,1,1,3.45,96,36,14,5,2,0
2,Kafe,1,1,0,2.77,123,7,20,4,1,0
4,Coworking,1,1,1,3.55,105,22,13,6,2,1
1,Perpustakaan,1,0,0,3.66,87,4,18,5,3,2
2,Kafe,1,0,1,3.5,174,12,14,1,3,0
2,Kafe,0,0,0,2.47,158,22,13,1,1,0
1,Perpustakaan,0,0,1,4.87,195,34,21,4,1,2
4,Coworking,1,0,1,2.84,195,32,14,3,1,1
2,Kafe,1,0,1,3.04,8,32,19,3,3,1
6,Masjid,1,1,0,2.04,176,0,22,3,2,1
2,Kafe,1,0,0,2.81,67,15,14,1,3,0
5,Kampus,1,0,0,2.84,93,25,19,5,2,2
2,Kafe,1,1,1,3.3,60,35,9,5,2,0
4,Coworking,0,1,1,3.5,45,26,21,6,1,2
6,Masjid,1,1,1,3.2,145,3,15,2,3,1
6,Masjid,0,0,0,3.08,85,16,9,3,3,2
5,Kampus,1,1,0,2.6,173,38,19,0,2,1
5,Kampus,1,1,1,3.46,172,32,15,2,2,0
6,Masjid,1,0,1,4.42,42,40,20,5,1,2
3,Taman,1,1,0,2.94,87,14,8,0,1,2
6,Masjid,0,0,1,3.56,191,37,14,3,2,1
4,Coworking,1,0,0,4.25,190,44,13,5,2,0
2,Kafe,0,0,0,3.19,6,49,21,4,1,2
1,Perpustakaan,0,1,0,2.85,63,47,18,2,1,1
6,Masjid,0,1,0,3.4,83,30,7,5,2,2
5,Kampus,1,1,0,4.25,116,40,11,4,3,0
5,Kampus,1,1,1,3.33,58,5,17,3,3,0
3,Taman,1,0,0,3.41,88,18,22,6,1,1
1,Perpustakaan,1,1,1,2.69,74,38,15,0,2,1
1,Perpustakaan,1,0,1,4.21,41,45,19,3,1,2
4,Coworking,1,0,0,2.82,177,43,13,4,3,1
6,Masjid,1,1,0,3.91,74,7,8,1,1,2
5,Kampus,1,1,0,2.07,12,34,16,0,1,1
1,Perpustakaan,0,0,0,3.48,38,0,6,1,1,2
3,Taman,1,1,0,2.24,8,21,17,3,3,1
2,Kafe,0,1,0,4.48,64,24,21,1,1,2
1,Perpustakaan,1,1,0,3.38,8,12,20,1,3,1
1,Perpustakaan,1,1,0,2.13,161,46,15,2,1,1
5,Kampus,1,0,1,4.92,170,13,12,2,1,1
2,Kafe,1,0,0,2.73,101,50,14,4,1,0
1,Perpustakaan,1,1,1,3.5,63,10,10,2,1,2
6,Masjid,1,1,1,4.1,165,9,7,0,2,2
1,Perpustakaan,0,0,1,2.06,187,12,17,6,2,2
4,Coworking,1,0,1,3.63,143,18,21,5,2,1
4,Coworking,0,0,0,2.21,141,10,20,2,3,2
2,Kafe,1,1,1,4.2,129,24,20,0,3,1
1,Perpustakaan,1,0,1,4.46,168,34,16,5,1,2
2,Kafe,1,1,1,2.33,164,20,15,2,2,0
5,Kampus,1,0,1,3.46,51,6,11,6,1,0
1,Perpustakaan,0,1,0,2.77,179,37,21,4,3,2
3,Taman,0,1,0,4.4,20,29,12,5,2,1
1,Perpustakaan,1,1,1,2.8,14,39,17,6,3,2
1,Perpustakaan,1,1,0,2.69,25,46,12,4,1,2
4,Coworking,0,1,0,4.24,142,26,11,4,3,2
6,Masjid,1,1,1,3.2,46,35,19,0,1,2
3,Taman,1,1,1,3.24,83,23,17,2,3,1
6,Masjid,1,1,1,3.08,190,16,12,3,3,1
4,Coworking,1,0,1,4.98,132,8,15,4,1,1
3,Taman,0,1,0,3.53,70,35,16,0,3,0
5,Kampus,1,0,0,4.67,67,23,17,1,1,1
2,Kafe,0,1,0,4.17,187,4,18,4,1,0
4,Coworking,0,1,1,4.19,76,2,9,4,3,1
5,Kampus,1,1,1,4.61,106,7,16,2,2,1
2,Kafe,1,1,1,2.96,134,2,18,0,2,2
5,Kampus,0,1,0,4.26,100,28,7,5,3,2
5,Kampus,1,0,0,3.43,86,5,18,1,1,1
6,Masjid,0,0,0,2.4,33,48,22,3,3,2
5,Kampus,0,0,1,4.33,18,17,22,1,1,0
3,Taman,1,1,0,2.96,89,12,19,3,2,1
5,Kampus,1,1,0,3.32,159,9,17,4,2,1
2,Kafe,0,0,1,4.85,13,15,8,0,3,0
2,Kafe,1,1,0,3.0,120,1,9,2,2,2
6,Masjid,1,0,1,4.98,159,46,14,4,2,2
6,Masjid,1,0,1,2.85,43,3,22,0,2,2
6,Masjid,1,0,1,3.99,169,17,6,0,2,2
6,Masjid,1,0,0,2.3,130,45,18,1,2,2
3,Taman,1,1,0,2.06,143,45,12,4,2,0
2,Kafe,1,0,0,3.07,175,22,11,0,2,0
3,Taman,0,1,1,4.83,99,1,7,5,2,1
3,Taman,0,0,0,4.88,97,33,10,0,3,0
5,Kampus,1,1,0,3.35,154,21,10,3,2,2
2,Kafe,0,0,1,4.12,79,44,12,6,1,0
5,Kampus,1,1,1,2.2,40,20,10,5,3,0
5,Kampus,1,0,0,4.64,195,20,10,5,1,1
4,Coworking,1,0,1,2.55,27,8,14,1,1,1
5,Kampus,1,1,1,2.24,6,22,13,1,3,0
4,Coworking,0,1,0,2.41,125,30,17,1,2,2
2,Kafe,0,1,1,4.96,190,42,14,3,1,0
2,Kafe,0,1,1,3.28,117,15,21,5,2,0
1,Perpustakaan,1,1,1,3.61,146,38,18,4,3,1
6,Masjid,1,1,1,3.61,62,33,20,3,1,2
6,Masjid,0,0,1,4.65,112,25,7,1,2,2
3,Taman,1,1,1,4.49,36,29,7,5,3,2
4,Coworking,0,1,0,2.07,82,28,10,3,2,0
4,Coworking,1,1,0,3.95,82,44,20,0,2,2
6,Masjid,1,1,0,2.26,162,23,9,5,2,2
6,Masjid,1,1,1,4.3,97,2,11,3,3,1
3,Taman,1,1,0,2.92,13,26,10,1,3,2
6,Masjid,1,1,1,4.3,0,39,9,1,1,2
1,Perpustakaan,1,1,1,3.77,60,13,6,4,2,2
4,Coworking,1,1,1,3.89,71,39,6,1,3,1
2,Kafe,0,0,1,4.51,170,36,7,1,1,2
3,Taman,1,0,0,3.98,72,39,11,1,3,1
6,Masjid,1,1,0,2.28,92,2,20,5,3,2
3,Taman,1,1,1,3.41,16,18,19,6,3,1
1,Perpustakaan,1,0,1,2.17,53,39,22,1,3,1
5,Kampus,1,1,1,4.96,154,50,21,5,3,2
3,Taman,1,1,0,3.56,144,31,17,1,3,1
6,Masjid,1,1,1,2.35,49,0,13,5,2,1
4,Coworking,1,0,1,3.68,85,22,19,3,1,2
6,Masjid,0,1,1,3.52,78,19,14,6,1,2
3,Taman,1,0,0,4.5,157,1,18,5,3,1
2,Kafe,1,0,1,3.44,165,8,21,6,1,0
6,Masjid,1,1,1,4.51,190,3,20,6,2,2
3,Taman,1,1,1,4.4,175,21,6,1,3,2
3,Taman,0,0,1,3.71,136,10,16,3,3,2
4,Coworking,0,0,1,2.81,181,2,15,5,2,2
1,Perpustakaan,1,0,0,2.34,77,11,15,1,3,1
1,Perpustakaan,1,1,0,2.57,128,9,6,6,2,2
4,Coworking,1,1,1,4.98,132,43,10,6,1,2
2,Kafe,1,1,1,4.06,79,2,22,0,1,2
5,Kampus,1,0,1,2.07,190,19,9,4,3,1
3,Taman,1,0,0,3.32,81,49,15,2,3,0
1,Perpustakaan,0,0,0,3.65,138,22,22,0,1,2
3,Taman,0,1,0,4.68,79,39,13,1,1,1
5,Kampus,1,0,0,3.28,13,5,7,0,2,1
2,Kafe,1,1,1,4.45,79,21,20,4,2,0
6,Masjid,1,1,0,3.4,23,44,20,4,1,1
4,Coworking,1,1,1,2.77,36,39,21,1,1,2
3,Taman,1,1,1,3.43,7,4,16,3,2,1
3,Taman,1,1,0,2.31,32,32,17,4,3,0
6,Masjid,1,0,1,3.24,102,37,15,4,2,1
5,Kampus,0,0,0,3.29,177,37,8,2,1,1
4,Coworking,1,0,1,4.79,19,47,11,5,3,2
5,Kampus,1,0,1,2.92,113,11,16,4,1,1
4,Coworking,0,0,1,2.18,165,42,18,2,2,0
2,Kafe,1,1,1,3.36,169,9,6,6,1,1
3,Taman,1,1,0,4.76,173,19,16,2,3,1
4,Coworking,1,1,1,4.56,103,8,6,4,3,0
1,Perpustakaan,1,1,0,3.3,7,15,17,0,2,2
5,Kampus,1,0,0,2.52,54,42,18,3,3,0
2,Kafe,0,0,1,2.4,171,8,19,1,2,1
1,Perpustakaan,1,0,1,4.42,35,41,19,1,1,2
4,Coworking,1,1,1,4.46,108,35,11,3,3,1
4,Coworking,1,0,1,3.51,60,45,21,6,3,1
4,Coworking,1,1,0,2.34,180,23,7,4,2,1
4,Coworking,1,0,1,2.23,119,33,22,6,2,2
5,Kampus,0,1,1,2.94,138,37,8,5,3,1
1,Perpustakaan,1,1,0,2.99,146,46,20,4,2,2
3,Taman,1,1,0,4.18,191,19,7,5,3,1
5,Kampus,0,1,1,2.08,188,39,7,5,2,1
4,Coworking,0,1,1,2.83,157,17,14,2,1,1
3,Taman,0,0,0,2.78,94,11,10,5,2,0
6,Masjid,0,0,1,4.8,37,38,7,2,1,2
2,Kafe,1,1,0,3.91,112,46,18,1,3,1
2,Kafe,1,1,0,3.39,13,10,14,6,1,0
4,Coworking,1,1,1,3.42,180,24,13,3,3,0
2,Kafe,1,1,0,4.05,80,33,20,3,3,1
1,Perpustakaan,0,1,0,2.81,69,21,19,4,3,2
1,Perpustakaan,0,1,0,2.58,150,49,13,5,3,2
3,Taman,1,1,0,3.23,17,0,6,5,1,0
5,Kampus,0,1,0,3.86,8,1,15,2,1,2
1,Perpustakaan,1,1,1,2.39,22,38,9,5,1,2
6,Masjid,1,1,1,2.88,47,16,11,0,3,0
6,Masjid,1,1,1,4.31,177,42,14,6,2,1
3,Taman,0,1,0,2.77,85,3,7,3,2,1
3,Taman,0,0,1,3.48,45,41,12,4,2,0
2,Kafe,1,1,1,2.1,66,6,9,3,3,0
1,Perpustakaan,1,0,0,4.8,163,0,21,1,3,2
6,Masjid,1,0,0,4.82,131,45,18,4,1,2
4,Coworking,1,1,1,4.86,0,24,8,4,1,2
4,Coworking,0,1,1,3.9,102,3,16,5,2,2
6,Masjid,0,1,1,2.87,194,49,8,6,2,2
2,Kafe,0,0,0,3.89,99,6,12,2,3,0
3,Taman,1,1,0,4.16,49,1,12,1,1,1
5,Kampus,0,0,1,2.11,115,1,15,3,3,1
1,Perpustakaan,1,1,0,3.38,170,33,12,6,3,1
6,Masjid,1,1,1,3.47,188,9,13,0,1,2
1,Perpustakaan,1,1,0,4.71,161,3,10,0,1,2
1,Perpustakaan,1,0,1,2.66,152,39,9,0,2,2
2,Kafe,1,1,1,3.64,175,36,18,2,1,2
3,Taman,1,1,1,2.42,30,17,11,2,1,1
4,Coworking,0,0,0,4.37,34,6,13,4,1,1
6,Masjid,1,1,0,4.78,1,11,21,0,1,2
6,Masjid,1,1,0,3.92,52,9,21,5,1,2
5,Kampus,1,0,0,3.84,183,31,7,4,1,2
1,Perpustakaan,1,1,0,4.96,49,7,6,4,1,2
1,Perpustakaan,1,1,1,3.98,197,40,22,1,2,2
3,Taman,0,0,0,4.77,40,42,21,3,1,2
1,Perpustakaan,1,0,0,4.22,11,6,16,4,2,1
5,Kampus,0,1,0,3.78,184,28,9,0,1,2
3,Taman,1,1,1,2.29,83,14,13,6,1,0
6,Masjid,1,0,1,4.67,124,3,8,3,3,2
2,Kafe,0,1,0,3.9,184,12,17,1,2,2
3,Taman,0,0,1,3.38,28,29,7,2,1,1
2,Kafe,1,0,0,3.73,156,10,11,6,3,0
5,Kampus,1,0,1,4.51,151,30,21,6,1,0
3,Taman,0,1,1,4.68,148,14,13,2,2,1
5,Kampus,1,1,1,4.31,120,46,19,0,1,1
1,Perpustakaan,1,0,1,3.68,61,5,9,3,2,2
1,Perpustakaan,1,1,0,2.05,165,5,17,2,1,0
6,Masjid,1,1,1,4.62,197,8,6,3,2,2
4,Coworking,0,1,1,4.68,18,24,6,6,3,2
3,Taman,1,0,1,4.64,20,39,12,6,3,0
6,Masjid,1,1,1,3.4,98,23,17,0,1,2
1,Perpustakaan,1,0,1,2.42,198,13,8,4,3,2
3,Taman,0,0,0,2.96,194,14,12,6,3,0
3,Taman,1,1,0,3.58,124,32,17,2,2,2
1,Perpustakaan,1,1,1,4.84,94,43,15,3,3,2
1,Perpustakaan,0,1,0,2.49,19,6,18,1,2,2
1,Perpustakaan,1,1,1,4.91,75,26,22,5,1,2
5,Kampus,1,1,0,4.62,16,1,6,2,1,2
2,Kafe,1,1,0,3.78,83,31,16,5,3,0
6,Masjid,1,1,0,2.78,43,50,10,6,2,1
4,Coworking,1,0,1,3.86,116,10,10,2,2,0
2,Kafe,1,0,1,4.98,29,2,10,1,1,2
5,Kampus,0,0,0,3.12,88,9,7,5,2,1
5,Kampus,1,1,0,4.84,196,9,6,3,2,2
3,Taman,0,1,1,3.42,180,18,22,2,3,1
3,Taman,1,1,1,3.02,186,28,10,6,3,1
1,Perpustakaan,1,1,0,4.52,102,39,9,2,1,2
4,Coworking,1,0,1,4.81,56,50,12,4,3,0
3,Taman,0,0,1,2.95,49,31,8,4,2,1
5,Kampus,1,0,1,3.16,109,23,18,1,3,0
1,Perpustakaan,0,0,1,4.98,113,47,8,1,3,2
4,Coworking,0,1,1,3.79,35,37,19,5,2,1
2,Kafe,0,1,1,2.27,193,24,16,0,3,1
4,Coworking,1,0,0,2.6,193,8,20,5,3,1
4,Coworking,0,1,1,3.68,77,31,15,6,3,1
4,Coworking,0,1,0,3.96,120,7,15,5,3,2
3,Taman,1,1,1,3.48,195,17,13,0,1,2
1,Perpustakaan,1,0,0,3.43,160,43,19,6,2,2
6,Masjid,1,0,1,2.18,41,37,6,6,2,1
3,Taman,1,1,0,4.74,107,40,7,2,2,1
3,Taman,0,0,1,2.55,196,40,8,4,1,1
1,Perpustakaan,1,0,0,4.06,77,17,16,6,3,2
6,Masjid,1,1,0,3.12,132,18,10,0,1,2
4,Coworking,1,1,0,4.39,56,12,12,1,3,0
5,Kampus,1,1,1,4.46,19,7,9,3,2,2
1,Perpustakaan,1,0,0,2.52,195,21,20,4,3,1
3,Taman,0,1,0,2.63,78,8,10,5,1,0
1,Perpustakaan,1,1,0,2.13,193,27,6,6,2,2
1,Perpustakaan,0,1,1,2.9,11,4,21,0,2,2
1,Perpustakaan,1,1,1,3.05,47,42,12,4,1,1
1,Perpustakaan,0,1,0,4.19,128,49,17,2,1,2
2,Kafe,1,0,1,4.89,183,12,6,4,1,2
2,Kafe,1,1,1,3.1,181,30,9,1,3,0
5,Kampus,0,1,0,2.68,54,32,17,3,2,2
1,Perpustakaan,1,0,0,4.11,195,23,22,1,2,2
5,Kampus,1,0,0,2.94,153,47,18,2,2,1
4,Coworking,0,1,1,3.1,121,43,19,1,1,1
1,Perpustakaan,1,1,0,2.36,173,5,20,4,3,2
4,Coworking,1,1,0,2.6,50,21,11,0,2,0
4,Coworking,0,1,1,3.78,196,37,14,6,3,1
6,Masjid,1,0,1,4.3,71,9,18,3,3,2
1,Perpustakaan,0,1,0,4.49,188,3,10,0,1,2
4,Coworking,1,1,0,2.29,159,39,16,1,2,2
1,Perpustakaan,1,1,0,3.47,169,31,20,1,2,2
3,Taman,1,1,1,3.15,110,7,6,6,1,1
3,Taman,1,1,0,4.65,199,19,11,4,3,2
2,Kafe,1,0,1,3.47,145,43,21,6,1,0
5,Kampus,1,1,0,3.48,100,16,11,4,1,2
4,Coworking,1,0,1,2.38,151,2,16,0,1,1
3,Taman,1,1,0,4.98,109,22,16,3,1,1
4,Coworking,1,1,0,4.61,176,4,15,4,1,2
1,Perpustakaan,1,0,0,4.7,145,32,20,5,2,2
3,Taman,0,1,0,3.72,99,20,16,3,3,1
4,Coworking,0,1,0,3.84,86,10,22,6,3,1
3,Taman,1,0,1,2.8,54,18,8,6,3,0
3,Taman,1,1,0,3.01,24,37,8,5,3,1
1,Perpustakaan,1,1,0,3.51,166,19,17,6,1,2
3,Taman,1,1,0,4.01,131,29,18,2,3,1
5,Kampus,0,0,1,4.89,54,42,11,4,2,1
6,Masjid,1,0,1,3.57,160,3,19,4,3,1
3,Taman,1,0,1,4.58,105,20,15,6,2,1
1,Perpustakaan,1,1,0,3.8,65,43,15,5,1,2
4,Coworking,0,0,0,3.27,143,27,15,3,2,1
1,Perpustakaan,0,0,0,4.56,45,41,14,5,3,2
6,Masjid,1,0,1,4.7,76,4,8,2,3,2
4,Coworking,1,1,1,2.34,35,15,18,6,3,1
6,Masjid,1,0,1,3.8,23,15,22,2,2,2
3,Taman,1,1,0,2.53,36,6,13,3,1,0
3,Taman,1,0,1,2.95,179,7,21,4,2,1
4,Coworking,1,0,0,4.46,183,23,10,2,2,1
1,Perpustakaan,1,1,0,3.66,61,16,7,5,3,2
3,Taman,1,1,1,2.02,113,24,9,4,1,0
4,Coworking,1,1,0,3.89,41,28,13,2,1,0
6,Masjid,1,0,1,4.15,105,21,21,3,3,2
1,Perpustakaan,1,1,1,4.21,186,35,17,3,3,2
4,Coworking,1,1,1,2.01,164,8,11,5,2,1
2,Kafe,1,0,0,4.49,182,49,11,1,3,0
2,Kafe,1,1,1,2.78,188,8,16,3,2,1
